SensorID,Location,SensorType,ReadingTime,Value,Unit,Status,MaintenanceRequired,LastMaintenanceDate
f57e6ecf-7589-4ecd-a8b6-fcd0a1177e55,Simpson Trace,Temperature,2024-03-03 05:51:15,7.95,°C,Active,Yes,2024-05-22
f3092b85-31c3-4020-9f7d-98bb627fd323,Jeffrey Vista,Traffic Flow,2024-07-01 21:54:50,36.84,vehicles/hour,Faulty,No,N/A
2352e062-af9b-413c-8f77-945f09d28345,Samuel Passage,Temperature,2024-03-28 07:52:05,65.47,°C,Active,No,2024-08-19
f30f1cd4-66be-431c-8048-f1330a721f45,William Mountain,Humidity,2024-07-30 18:27:15,43.97,%,Active,No,N/A
3d0a519c-b67c-4f1e-94a4-aaf7f4d37e9f,Shawn Mews,Temperature,2024-07-12 19:15:29,34.11,°C,Faulty,No,N/A
55ec4c92-c345-4b16-a0f3-5c1520653153,Perez Mews,Noise Level,2024-03-16 08:37:02,83.49,dB,Faulty,Yes,2024-01-22
d723ba18-7901-4eaa-9b00-d29a4f203254,Ashley Extension,Air Quality,2024-08-06 21:47:01,94.7,µg/m³,Active,No,2024-06-03
169c8779-72cf-44c1-960b-c6768c678d0b,David Corners,Air Quality,2024-06-15 19:55:50,88.92,µg/m³,Inactive,No,N/A
ffe31073-945e-4057-9bf2-8a92ee46a768,Dalton Turnpike,Energy Consumption,2024-02-20 19:25:27,81.26,kWh,Inactive,Yes,2024-05-11
7dfab0b8-def5-4508-aab8-bbb27ebb40a4,Sean Freeway,Temperature,2024-01-28 01:38:21,28.52,°C,Faulty,No,2024-03-22
7636b0ca-d246-4677-8bd7-c93d87c684e7,Kathleen Plains,Traffic Flow,2024-01-21 19:04:12,92.15,vehicles/hour,Active,No,2024-03-01
208eb1bc-6f45-4885-8013-085153d9ee48,Marcus Highway,Air Quality,2024-03-06 12:36:58,14.8,µg/m³,Faulty,Yes,N/A
74505295-60b5-4509-8116-2d722aa563c7,Kelsey Circle,Humidity,2024-05-20 17:14:15,10.89,%,Inactive,No,2024-06-02
50c543ae-37df-4163-8047-b72e884e0044,Santana Mountain,Temperature,2024-08-13 14:33:58,76.72,°C,Active,Yes,N/A
25b7e82c-5a36-4e08-bef1-20d71a693ce9,Brooks Prairie,Traffic Flow,2024-07-31 00:16:22,88.19,vehicles/hour,Faulty,Yes,2024-08-27
df4f3180-3bd0-4485-bc68-97816e87ecbd,Benjamin Port,Energy Consumption,2024-03-13 21:19:55,13.6,kWh,Inactive,Yes,2024-07-22
545fc781-df3a-43d8-a1fd-2334f2284692,Kayla Common,Noise Level,2024-01-29 17:37:10,81.96,dB,Faulty,No,N/A
3297efd6-bacd-4dff-874c-78948e3fd72e,Willie Dale,Temperature,2024-06-12 02:41:08,54.76,°C,Active,No,N/A
fa51ad33-9b14-4831-82b2-88db9615bdf6,Kelly Lane,Energy Consumption,2024-05-16 04:41:38,42.25,kWh,Active,No,N/A
8adcb07d-60cd-4a8d-aec8-163560ae6c4c,Parrish Ramp,Air Quality,2024-07-07 12:11:59,20.59,µg/m³,Active,Yes,2024-04-24
26f7c9f2-4ae8-4bcd-99e9-74c8eef56bca,Steele Rapids,Energy Consumption,2024-07-20 07:20:29,79.32,kWh,Faulty,No,N/A
f1a3e2dc-3979-45c6-ac67-c1baa60451ca,Rangel Isle,Temperature,2024-03-30 18:14:51,6.73,°C,Active,Yes,2024-03-01
96d75841-b22d-44d2-adc3-f7fdcd897408,Mark Mews,Humidity,2024-01-19 14:54:55,84.25,%,Active,No,2024-04-11
73ce2615-73f8-488f-9b55-2d0d2cf44523,Tran Fort,Temperature,2024-08-14 22:14:57,46.33,°C,Inactive,No,N/A
28f4e191-fcd8-4168-90f0-1e9e206a33a4,Devon Groves,Air Quality,2024-08-25 14:18:01,88.21,µg/m³,Inactive,Yes,2024-02-21
5c467f23-d8b5-4d85-b4fd-4d51ed6a3f40,Hughes Mills,Temperature,2024-02-23 10:05:31,89.93,°C,Inactive,No,N/A
5bd81e12-5b55-4eb7-b65b-0c365dd724bc,James Loop,Noise Level,2024-01-10 10:06:02,34.11,dB,Inactive,Yes,N/A
0c6ce9e2-7eef-4357-8ac4-e7f9f034d2ce,Andrew Pike,Air Quality,2024-06-06 04:07:36,52.35,µg/m³,Faulty,No,2024-04-20
c164623c-aea7-4765-b1e8-30512c884ae7,Jackson Haven,Air Quality,2024-05-25 16:52:30,76.71,µg/m³,Active,No,2024-08-17
e64dadf7-15d6-4b18-aab0-66ae5deead77,Christina Drive,Noise Level,2024-03-07 01:30:28,52.46,dB,Active,No,N/A
d0e83fef-0a86-4b58-8609-9b1c34594400,Brent Forks,Energy Consumption,2024-02-16 11:31:16,54.27,kWh,Active,Yes,N/A
0305e7f0-6bfd-4af9-9f69-50586c94f3a4,Perry Brooks,Air Quality,2024-01-06 15:34:42,24.77,µg/m³,Faulty,Yes,N/A
aaca39e0-52be-470b-bb26-b4f1c9d81333,Nathan Centers,Temperature,2024-08-22 22:37:44,54.85,°C,Inactive,No,2024-05-29
4156c912-db7b-4aa6-9690-072c971e0885,Tammie Prairie,Traffic Flow,2024-03-24 12:06:23,98.1,vehicles/hour,Active,Yes,N/A
0a551e71-1132-4360-b1d0-64e9668054a5,Hatfield Glen,Traffic Flow,2024-04-08 16:52:26,83.45,vehicles/hour,Faulty,Yes,N/A
87821dbd-d4ef-4ebb-86a6-b07350b5c14d,Brown Keys,Noise Level,2024-05-15 07:02:35,36.79,dB,Faulty,Yes,N/A
9e5fef25-2b0e-4695-8c5b-5795833a32f3,Stephanie Village,Noise Level,2024-02-16 10:53:22,15.43,dB,Faulty,Yes,N/A
353faf06-d9e3-4015-ab61-3ff2a7cabf75,Love Mountains,Energy Consumption,2024-06-14 00:51:00,52.98,kWh,Inactive,No,N/A
ec400c86-b3cc-458e-a4a7-7ddb87938235,Heidi Throughway,Air Quality,2024-01-24 06:45:30,47.54,µg/m³,Faulty,No,2024-06-20
9fb89a97-70eb-4bcf-8176-b21262352634,Melissa Knoll,Traffic Flow,2024-07-15 01:57:11,15.74,vehicles/hour,Inactive,Yes,2024-08-22
8c952bf8-c3aa-4572-84b4-c7a34eb24e7a,Samuel Pine,Traffic Flow,2024-07-10 05:02:48,23.44,vehicles/hour,Active,No,N/A
0feb8f53-2f36-49aa-aa7e-f0b2b060cc97,Allison Expressway,Traffic Flow,2024-08-20 01:46:17,26.93,vehicles/hour,Faulty,Yes,N/A
e25ce2d8-79da-4a19-b98d-4f9d61ad7378,Nicole Plaza,Noise Level,2024-07-01 02:08:03,45.42,dB,Active,No,N/A
826b6a11-d630-4649-b7b9-21424a0b2e72,Mann Spring,Traffic Flow,2024-01-23 09:25:41,64.02,vehicles/hour,Faulty,No,2024-07-20
96e88e64-4435-46fe-a5da-875c96f45abe,Kristina Villages,Traffic Flow,2024-06-26 12:03:07,11.35,vehicles/hour,Inactive,Yes,2024-05-28
48b7b89c-9312-4270-8a12-b770457619f9,Sarah Highway,Traffic Flow,2024-02-16 01:18:34,5.06,vehicles/hour,Inactive,Yes,N/A
2dcee389-0548-414f-9f4f-2893225d7dee,Elizabeth Falls,Humidity,2024-07-31 23:50:47,10.07,%,Active,Yes,N/A
c9c53da7-9b4a-446f-8630-0ab7b42563a4,Ricky Villages,Humidity,2024-05-03 09:51:08,78.98,%,Faulty,No,2024-07-29
08d403bf-4547-4964-ad24-7f2b2207791b,Roy Key,Traffic Flow,2024-06-06 09:20:34,3.93,vehicles/hour,Faulty,Yes,2024-01-25
469c0cc1-e9cc-4e17-92b2-19c119575eda,Davenport Corners,Traffic Flow,2024-04-01 15:03:34,86.01,vehicles/hour,Inactive,No,2024-03-02
ad5a3eb0-2083-422c-826a-fd5a98fa1d38,Ramirez Alley,Humidity,2024-03-31 00:41:48,17.02,%,Inactive,Yes,2024-08-03
4090bb36-8d5e-4cd3-b0ca-56bf38020cb0,Moore Estates,Energy Consumption,2024-05-03 05:27:07,25.3,kWh,Active,No,N/A
d1e08685-4996-4f7f-a770-fab61f354e09,Stewart Vista,Traffic Flow,2024-03-13 14:56:49,75.6,vehicles/hour,Faulty,Yes,N/A
83c206b7-4259-4485-adc7-74bff80ce07c,Smith Burgs,Temperature,2024-02-14 06:01:24,23.43,°C,Active,Yes,2024-07-04
b1abdd3b-2140-4a47-9b17-16364f6033c8,Butler Groves,Noise Level,2024-05-02 08:20:28,32.19,dB,Faulty,Yes,N/A
78097799-5444-42db-bb98-f0162777f2de,Jones Vista,Humidity,2024-03-09 14:33:09,98.27,%,Inactive,Yes,N/A
dbed6ddb-ba3f-4b24-b042-c74853875b7e,Andrew Light,Humidity,2024-05-20 13:26:47,93.13,%,Inactive,No,N/A
bb5e8cf1-0913-4715-844c-126f9d0ca9e8,Gina Dam,Humidity,2024-03-08 09:42:58,84.67,%,Inactive,Yes,2024-01-06
0f522d61-bc71-40b2-b994-dc21c9ff3919,Regina Locks,Energy Consumption,2024-02-05 16:43:35,15.57,kWh,Faulty,Yes,2024-07-29
3feb4cfb-1fb3-4828-91bf-00fa3a200951,Jesse Lights,Air Quality,2024-08-15 22:41:35,83.37,µg/m³,Inactive,Yes,2024-01-10
325aab8c-d0a7-46f4-acb2-9762719a53f8,Rivas Ramp,Temperature,2024-06-14 20:19:25,47.42,°C,Active,No,N/A
29281ef0-5f66-4bc4-9847-dfd819a31212,Teresa Mount,Air Quality,2024-03-14 21:18:28,84.91,µg/m³,Inactive,No,N/A
28341c2a-a700-4455-8171-160d52094a86,Moore Run,Humidity,2024-06-29 02:43:42,25.04,%,Active,Yes,2024-08-09
3c3347fb-3c32-455f-ba38-670b9456a0dc,Jill Cliff,Noise Level,2024-04-30 00:20:10,6.83,dB,Faulty,Yes,2024-04-15
6654511f-838e-483a-a312-85ef910e25bd,Wright Manor,Traffic Flow,2024-01-09 03:11:53,88.62,vehicles/hour,Inactive,Yes,N/A
d0dd1a97-75ab-46ce-a3e4-6db6ed2deb72,Harrison Walks,Traffic Flow,2024-01-20 22:03:09,32.2,vehicles/hour,Inactive,No,N/A
88f2c3eb-24e8-443d-a588-796be3439711,Jenny Forges,Energy Consumption,2024-03-02 23:42:52,52.99,kWh,Active,No,2024-04-09
5fbf9ea8-7d4f-4cec-a2f2-d5d0f432243a,Wilson Ports,Traffic Flow,2024-02-25 03:30:41,6.61,vehicles/hour,Faulty,Yes,2024-08-24
595b8b77-018c-49d4-8c30-3a7dde1a343f,Walls Valleys,Noise Level,2024-02-10 15:06:53,77.3,dB,Faulty,Yes,2024-06-23
4da95481-f117-4c4c-a7ee-13788585bb04,Jacob Forge,Air Quality,2024-03-15 04:48:58,44.48,µg/m³,Faulty,Yes,2024-02-20
c77a96d8-c2e1-47a5-95fa-7456f38e3415,Walter Centers,Noise Level,2024-04-24 19:24:42,67.28,dB,Active,No,2024-01-18
4b47167a-7c6b-4b95-89d9-3721272a29ad,Robert Flat,Noise Level,2024-03-16 18:50:10,75.51,dB,Active,No,2024-07-30
ceeb0c92-1397-428c-a8d0-471a488c4a74,Jeffrey Vista,Traffic Flow,2024-05-27 15:45:23,46.58,vehicles/hour,Faulty,No,2024-04-19
26749bb7-7bcd-4e7b-b4e6-8281b9e76525,Evans Squares,Humidity,2024-07-20 01:57:43,66.78,%,Active,No,N/A
5a44baf2-6048-43b5-ac96-5469bad526e3,Scott Throughway,Air Quality,2024-04-16 08:20:09,64.8,µg/m³,Faulty,Yes,2024-04-19
d8fa7717-84e8-4475-9990-6d9cbf7b11d0,Garza Bypass,Traffic Flow,2024-07-22 04:47:35,88.06,vehicles/hour,Active,No,N/A
2fb0d188-1b8e-4b13-8c43-daa1ae13987d,Marcus Overpass,Energy Consumption,2024-06-28 11:29:39,1.03,kWh,Faulty,No,2024-01-30
971e5413-c8ad-4cc6-9d44-951f3e50d8f7,Michael Well,Air Quality,2024-05-13 16:06:25,45.74,µg/m³,Active,No,2024-02-11
285965d4-9bee-43b9-926b-f4c94d89f884,Michael Throughway,Noise Level,2024-01-03 14:27:05,65.75,dB,Active,Yes,N/A
9472f555-b3b0-4ea1-bf8c-f3e597050301,Douglas Valley,Temperature,2024-01-19 13:02:07,30.37,°C,Inactive,No,2024-04-04
21bcc200-0555-41ca-b4be-937054b9c4c1,Michelle Crest,Humidity,2024-07-27 09:38:16,88.07,%,Active,Yes,N/A
f04bfc42-e4c6-4ce9-814a-aa03f605f5eb,Samantha Via,Energy Consumption,2024-06-17 08:14:35,40.08,kWh,Active,Yes,2024-02-04
6fbf8d28-7d1f-4cfc-89bf-04e0484ef7d7,Watkins Glens,Temperature,2024-04-14 23:10:54,29.42,°C,Inactive,Yes,2024-02-10
1f27edcf-2040-4b7d-a8e7-b1138e17da4a,Moody Ridge,Air Quality,2024-03-28 18:52:12,4.93,µg/m³,Inactive,No,N/A
e34dff2d-548c-48a9-8efb-6c437192dcf6,Rachael Motorway,Humidity,2024-07-10 16:24:06,32.05,%,Faulty,Yes,N/A
bc02739c-21e4-4bbd-8024-0f89a31cef2b,Brown Coves,Temperature,2024-06-28 04:22:23,30.22,°C,Faulty,Yes,2024-06-01
737bda75-42f0-4931-b597-b9d3d2145efc,Zachary Crest,Energy Consumption,2024-03-19 01:39:46,95.3,kWh,Inactive,No,2024-04-04
90baa5f9-a841-46fa-9cb0-88c00964091c,Jessica Ford,Energy Consumption,2024-04-13 08:00:16,85.47,kWh,Faulty,Yes,2024-01-13
002ce23e-ed01-4dce-965f-3c9acfec0fc8,Pace Circles,Humidity,2024-08-19 16:09:21,27.4,%,Faulty,No,N/A
57180c15-f2aa-4a2d-8efc-b1ec4a6be9e9,Wheeler Centers,Humidity,2024-08-06 05:14:42,3.95,%,Active,No,2024-05-21
6663020d-e18b-4df5-9501-5e4c846b69fa,Garcia Plains,Energy Consumption,2024-05-12 22:14:49,10.03,kWh,Inactive,Yes,2024-06-02
88a0a336-1c06-4de1-8691-c6a27e5e2ca5,Marilyn Plains,Traffic Flow,2024-06-19 23:44:27,94.89,vehicles/hour,Faulty,No,2024-01-23
f6a3013e-db46-475e-9604-66cd3ac295b8,Mary Tunnel,Humidity,2024-01-03 14:13:40,16.36,%,Inactive,No,2024-02-01
f6c518f3-3de3-4986-bc44-786aeb163b6a,Williams Via,Noise Level,2024-08-23 08:27:06,56.81,dB,Active,Yes,N/A
92b16fcd-9906-498b-a3ea-7a172dffcac7,Carpenter Roads,Humidity,2024-02-12 13:36:42,51.36,%,Active,No,N/A
0f9607ec-6934-49e7-9190-275f3f0b39d2,Stacey Crest,Traffic Flow,2024-03-09 20:10:18,52.35,vehicles/hour,Faulty,No,N/A
0bbd842b-6c1a-4e07-a4eb-fc144c4a8d11,Danielle Views,Traffic Flow,2024-01-09 13:43:01,92.73,vehicles/hour,Inactive,No,2024-02-17
838485c1-511b-4b25-9061-abd8e2703bcb,Rebecca Underpass,Noise Level,2024-01-16 18:05:42,34.92,dB,Inactive,No,2024-04-02
ab7d9741-5f1e-44f8-aee8-56144a300740,Mary Circle,Temperature,2024-03-16 23:12:17,49.32,°C,Inactive,No,N/A
47d47749-29d8-480a-8de6-95cab52d70fd,Brittany Mountain,Temperature,2024-08-12 18:41:09,48.22,°C,Active,Yes,N/A
1c8c4ef6-1eef-4074-910f-2f02f008034b,Alyssa Flat,Noise Level,2024-05-28 08:56:30,42.71,dB,Active,Yes,N/A
99919170-bc19-4038-b01a-112f43d04bb7,Michael Road,Traffic Flow,2024-03-25 20:41:15,64.4,vehicles/hour,Inactive,No,2024-05-29
20da2674-b05a-46e2-98c6-614501da2fd6,Ruth Lake,Noise Level,2024-03-11 11:58:19,82.61,dB,Faulty,Yes,N/A
ebb49399-489c-4821-b504-f4912ae3d5b9,Smith Lights,Noise Level,2024-01-18 18:13:33,95.5,dB,Active,No,N/A
c7d9fb9f-bc15-457c-b641-6e418e093522,Brian Harbors,Temperature,2024-05-20 09:47:22,30.01,°C,Active,Yes,2024-05-07
e6ce15b6-6345-4977-9f66-2fa5ea86c6a0,Sarah Hills,Temperature,2024-04-30 11:11:45,18.28,°C,Inactive,No,N/A
a14d9b96-b3d3-489d-9a82-72309c7020e2,Jonathan Glens,Noise Level,2024-03-23 15:44:04,66.92,dB,Inactive,No,2024-06-08
f1b7428d-3522-4a99-a963-7bedf0c742d7,Debra Estates,Temperature,2024-06-28 23:38:16,87.27,°C,Inactive,No,N/A
cb25a830-c920-4c5d-8b49-98c1c58a954e,Samantha Station,Temperature,2024-08-22 14:42:15,72.47,°C,Inactive,Yes,N/A
1e43611c-ee2a-4c45-8a1d-1f6ecf7d3523,Francisco Pine,Traffic Flow,2024-01-03 22:57:36,34.0,vehicles/hour,Inactive,No,N/A
7fc1a67e-94d6-44ee-a8fb-f5beced33186,Campbell Village,Energy Consumption,2024-01-30 08:43:46,19.42,kWh,Inactive,Yes,2024-06-23
d89cf0d5-2b21-459d-ae44-04c92cc315ee,Monica Mill,Traffic Flow,2024-07-30 21:34:21,14.21,vehicles/hour,Inactive,No,N/A
5b9c5964-35a6-43d7-adf3-30be1b0936ec,Kelly Gardens,Noise Level,2024-01-31 11:03:36,28.78,dB,Faulty,No,2024-08-23
3860fbaf-5944-4911-9996-27719d378e3c,Maldonado Forges,Temperature,2024-03-05 16:43:40,75.6,°C,Active,No,2024-02-09
71590b35-51d8-4cbe-903b-6eee8f4ddc46,William Rapids,Humidity,2024-03-17 17:11:57,60.08,%,Inactive,Yes,2024-07-09
1f1fd774-c358-419a-baf6-6be24a49bbf1,Contreras Burg,Energy Consumption,2024-01-15 10:28:28,35.97,kWh,Faulty,No,N/A
